% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=418329, Sat Dec 23 23:15:40 2023
1 7 -0.07973032899460625 -0.052303538260700666 0.09154848271807271 0.11207236564375825 0.9204777890537369 1.013983348891267 1.0604519828969132
2 14 -0.21261363331684655 -0.16398619853723978 0.04986141269594988 0.072516514994073 0.9204777890537369 1.013983348891267 1.0604519828969132
3 21 -0.1355753361418217 -0.13196513423978967 0.18892687038557898 0.29228067002533653 0.9204777890537369 1.013983348891267 1.0604519828969132
4 28 -0.20627792797087638 -0.18618664387269687 0.16333924840233133 0.25975659506249454 0.849618035657849 0.9373306548534805 1.1830301927494682
5 35 -0.31098322877892476 -0.2984872800404975 0.04829209437574161 0.15138927044272735 0.849618035657849 0.9373306548534805 1.1830301927494682
6 42 -0.4127103581065513 -0.3313933860903376 -0.04847555416691497 -0.03548658220865457 0.849618035657849 0.9373306548534805 1.1830301927494682
7 49 -0.4896418113184164 -0.38198216326818113 -0.014916128913073711 -0.00022043217827312056 0.7118916663164202 1.0000261821571303 1.2219483992499292
8 56 -0.5473620690674416 -0.4368316383305259 0.04264073102131324 0.09193442340167736 0.7118916663164202 1.0000261821571303 1.2219483992499292
9 63 -0.518933477713804 -0.39474708767024547 0.08340749167774335 0.11860596141684775 0.7118916663164202 1.0000261821571303 1.2219483992499292
10 70 -0.5413318863819171 -0.4428962905564724 0.032830345499551765 0.09297029502611512 0.6751193010900014 0.9766104235315569 1.2611288633384223
11 77 -0.49554394484887054 -0.422861306350385 -0.061356954416609384 -0.013538142270503093 0.6751193010900014 0.9766104235315569 1.2611288633384223
12 84 -0.48028190650470226 -0.4172893645282148 -0.0954985371866688 -0.05122747004930761 0.6751193010900014 0.9766104235315569 1.2611288633384223
13 91 -0.3874915570928657 -0.35116248197232575 -0.1864761568225824 -0.16790979022654126 0.675906546427048 1.070581035852492 1.1819503315156967
14 98 -0.5703108115828422 -0.4856270269947824 -0.06492822731026704 -0.009379078670155088 0.675906546427048 1.070581035852492 1.1819503315156967
15 105 -0.5259593078780441 -0.4204413148013328 -0.09949346974250685 -0.09802884779960952 0.675906546427048 1.070581035852492 1.1819503315156967
16 112 -0.4958999084133336 -0.4367124492512352 -0.07313200833605163 -0.011125987193088813 0.6601873627906429 1.0045560726693015 1.2470043074804373
17 119 -0.5941098425999154 -0.4917367954198389 -0.14058881446014593 -0.12591253465365812 0.6601873627906429 1.0045560726693015 1.2470043074804373
18 126 -0.5240096285330115 -0.47287078258270665 -0.1185888859342649 -0.05163376633508918 0.6601873627906429 1.0045560726693015 1.2470043074804373
19 133 -0.36970075071644076 -0.3639324132370243 -0.32373304383608204 -0.31610159151518435 0.5578977259039447 1.1459845757620981 1.172804109622136
20 140 -0.4738254469155554 -0.46147962696014805 -0.26055580540830614 -0.20592701817976622 0.5578977259039447 1.1459845757620981 1.172804109622136
21 147 -0.5437866027391015 -0.49056703858848116 -0.2096453848450605 -0.1692243977478739 0.5578977259039447 1.1459845757620981 1.172804109622136
22 154 -0.4329346429086498 -0.4282877234512409 -0.21284805838030985 -0.14568175614740836 0.5688026065584211 1.0702910095458498 1.2373119047587282
